2025-02-19 00:16:15,280 - anomaly.module - INFO - Initial learning started at 2025-02-18 20:16:15.280886+00:00
2025-02-19 00:16:23,885 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 16, 20, 413939, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.025, 'cpu_speed': 2602.2138671875, 'cpu_temperature': 50.0, 'cpu_fan_speed': 3070, 'ram_usage': 0.6920000000000001, 'vram_usage': 0.10791015625, 'gpu_usage': 14.0, 'gpu_temperature': 45.0, 'gpu_fan_speed': 2807, 'disk_read_bytes': 986205657600, 'disk_write_bytes': 627531581952, 'network_bytes_sent': 747763588, 'network_bytes_received': 6960462140, 'network_packets_sent': 2096162, 'network_packets_received': 5948285}
2025-02-19 00:16:27,711 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 16, 24, 391818, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.037000000000000005, 'cpu_speed': 1301.0921630859375, 'cpu_temperature': 47.0, 'cpu_fan_speed': 2562, 'ram_usage': 0.68, 'vram_usage': 0.08837890625, 'gpu_usage': 62.0, 'gpu_temperature': 45.0, 'gpu_fan_speed': 2800, 'disk_read_bytes': 986226304000, 'disk_write_bytes': 627532792832, 'network_bytes_sent': 747769613, 'network_bytes_received': 6960470923, 'network_packets_sent': 2096174, 'network_packets_received': 5948300}
2025-02-19 00:16:32,164 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 16, 28, 220552, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.013999999999999999, 'cpu_speed': 1300.98681640625, 'cpu_temperature': 45.0, 'cpu_fan_speed': 3070, 'ram_usage': 0.674, 'vram_usage': 0.086181640625, 'gpu_usage': 4.0, 'gpu_temperature': 44.0, 'gpu_fan_speed': 2807, 'disk_read_bytes': 986240578560, 'disk_write_bytes': 627534752768, 'network_bytes_sent': 747800812, 'network_bytes_received': 6960490436, 'network_packets_sent': 2096228, 'network_packets_received': 5948347}
2025-02-19 00:16:35,911 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 16, 32, 679940, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.207, 'cpu_speed': 2602.191650390625, 'cpu_temperature': 47.0, 'cpu_fan_speed': 2562, 'ram_usage': 0.679, 'vram_usage': 0.09521484375, 'gpu_usage': 9.0, 'gpu_temperature': 46.0, 'gpu_fan_speed': 2803, 'disk_read_bytes': 986256284672, 'disk_write_bytes': 627535934976, 'network_bytes_sent': 747820822, 'network_bytes_received': 6960500256, 'network_packets_sent': 2096271, 'network_packets_received': 5948392}
2025-02-19 00:16:39,912 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 16, 36, 422559, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.04, 'cpu_speed': 1301.0985107421875, 'cpu_temperature': 45.0, 'cpu_fan_speed': 3070, 'ram_usage': 0.679, 'vram_usage': 0.0927734375, 'gpu_usage': 23.0, 'gpu_temperature': 44.0, 'gpu_fan_speed': 2814, 'disk_read_bytes': 986259023360, 'disk_write_bytes': 627536398336, 'network_bytes_sent': 747821960, 'network_bytes_received': 6960505452, 'network_packets_sent': 2096279, 'network_packets_received': 5948407}
2025-02-19 00:16:43,801 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 16, 40, 420567, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.035, 'cpu_speed': 1901.422119140625, 'cpu_temperature': 44.0, 'cpu_fan_speed': 2822, 'ram_usage': 0.679, 'vram_usage': 0.089599609375, 'gpu_usage': 42.0, 'gpu_temperature': 45.0, 'gpu_fan_speed': 2814, 'disk_read_bytes': 986259408384, 'disk_write_bytes': 627538458112, 'network_bytes_sent': 747822123, 'network_bytes_received': 6960505693, 'network_packets_sent': 2096282, 'network_packets_received': 5948409}
2025-02-19 00:16:48,204 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 16, 44, 312174, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.012, 'cpu_speed': 2601.956298828125, 'cpu_temperature': 45.0, 'cpu_fan_speed': 2814, 'ram_usage': 0.679, 'vram_usage': 0.089111328125, 'gpu_usage': 11.766719818115234, 'gpu_temperature': 44.0, 'gpu_fan_speed': 2807, 'disk_read_bytes': 986259813888, 'disk_write_bytes': 627538913792, 'network_bytes_sent': 747827254, 'network_bytes_received': 6960512197, 'network_packets_sent': 2096294, 'network_packets_received': 5948424}
2025-02-19 00:16:52,535 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 16, 48, 718858, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.01, 'cpu_speed': 1301.007568359375, 'cpu_temperature': 50.0, 'cpu_fan_speed': 2818, 'ram_usage': 0.6759999999999999, 'vram_usage': 0.089111328125, 'gpu_usage': 11.766719818115234, 'gpu_temperature': 43.0, 'gpu_fan_speed': 2807, 'disk_read_bytes': 986260612608, 'disk_write_bytes': 627539569152, 'network_bytes_sent': 747827689, 'network_bytes_received': 6960512541, 'network_packets_sent': 2096300, 'network_packets_received': 5948428}
2025-02-19 00:16:56,892 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 16, 53, 50470, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.015, 'cpu_speed': 1200.9168701171875, 'cpu_temperature': 44.0, 'cpu_fan_speed': 2814, 'ram_usage': 0.675, 'vram_usage': 0.089111328125, 'gpu_usage': 11.766719818115234, 'gpu_temperature': 42.0, 'gpu_fan_speed': 2807, 'disk_read_bytes': 986261308928, 'disk_write_bytes': 627539991040, 'network_bytes_sent': 747830608, 'network_bytes_received': 6960521015, 'network_packets_sent': 2096315, 'network_packets_received': 5948443}
2025-02-19 00:17:01,491 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 16, 57, 404727, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.019, 'cpu_speed': 1200.92333984375, 'cpu_temperature': 42.0, 'cpu_fan_speed': 2822, 'ram_usage': 0.675, 'vram_usage': 0.089111328125, 'gpu_usage': 11.766719818115234, 'gpu_temperature': 42.0, 'gpu_fan_speed': 2829, 'disk_read_bytes': 986261829120, 'disk_write_bytes': 627540287488, 'network_bytes_sent': 747831097, 'network_bytes_received': 6960521891, 'network_packets_sent': 2096322, 'network_packets_received': 5948452}
2025-02-19 00:17:06,012 - anomaly.module - INFO - Collected Data - {'timestamp': datetime.datetime(2025, 2, 18, 20, 17, 1, 997590, tzinfo=datetime.timezone.utc), 'cpu_usage': 0.013999999999999999, 'cpu_speed': 1200.889892578125, 'cpu_temperature': 43.0, 'cpu_fan_speed': 2789, 'ram_usage': 0.675, 'vram_usage': 0.089111328125, 'gpu_usage': 11.766719818115234, 'gpu_temperature': 42.0, 'gpu_fan_speed': 2729, 'disk_read_bytes': 986261865984, 'disk_write_bytes': 627540900864, 'network_bytes_sent': 747833722, 'network_bytes_received': 6960529176, 'network_packets_sent': 2096340, 'network_packets_received': 5948471}
